28.65631,77.23175,AB,2015-12-28 23:27:11.736000
51.64758,-0.16545,Augusto,2015-12-28 23:27:11.737000
28.54357,77.21096,CJ,2015-12-28 23:27:11.737000
28.5187918,77.1561141,RG,2015-12-28 23:27:11.738000
,,tools,2015-12-28 23:27:11.739000
28.5118102,77.1668481,rk,2015-12-28 23:27:11.739000
28.6296351,77.2308247,ASGA,2015-12-28 23:27:19.340000
28.62977,77.23041,ASG,2015-12-28 23:27:32.247000
28.65631,77.23175,AB,2015-12-28 23:27:32.249000
51.64758,-0.16545,Augusto,2015-12-28 23:27:32.249000
28.54357,77.21096,CJ,2015-12-28 23:27:32.250000
28.5187918,77.1561141,RG,2015-12-28 23:27:32.250000
,,tools,2015-12-28 23:27:32.251000
28.5118102,77.1668481,rk,2015-12-28 23:27:32.252000
28.6296351,77.2308247,ASGA,2015-12-28 23:27:39.202000
28.62977,77.23041,ASG,2015-12-29 01:00:12.571000
28.65631,77.23175,AB,2015-12-29 01:00:12.618000
51.64758,-0.16545,Augusto,2015-12-29 01:00:12.629000
28.54357,77.21096,CJ,2015-12-29 01:00:12.630000
28.5187918,77.1561141,RG,2015-12-29 01:00:12.631000
,,tools,2015-12-29 01:00:12.632000
28.5119849,77.1670518,rk,2015-12-29 01:00:12.633000
28.6296351,77.2308247,ASGA,2015-12-29 01:00:12.633000
28.62977,77.23041,ASG,2015-12-29 01:01:19.401000
28.65631,77.23175,AB,2015-12-29 01:01:19.405000
51.64758,-0.16545,Augusto,2015-12-29 01:01:19.406000
28.54357,77.21096,CJ,2015-12-29 01:01:19.407000
28.5187918,77.1561141,RG,2015-12-29 01:01:19.407000
,,tools,2015-12-29 01:01:19.408000
28.5119849,77.1670518,rk,2015-12-29 01:01:19.409000
28.6296351,77.2308247,ASGA,2015-12-29 01:01:19.409000
28.62977,77.23041,ASG,2015-12-29 01:01:32.266000
28.65631,77.23175,AB,2015-12-29 01:01:32.267000
51.64758,-0.16545,Augusto,2015-12-29 01:01:32.268000
28.54357,77.21096,CJ,2015-12-29 01:01:32.269000
28.5187918,77.1561141,RG,2015-12-29 01:01:32.270000
,,tools,2015-12-29 01:01:32.270000
28.5119849,77.1670518,rk,2015-12-29 01:01:32.271000
28.6296351,77.2308247,ASGA,2015-12-29 01:01:32.271000
28.62977,77.23041,ASG,2015-12-29 01:01:47.113000
28.65631,77.23175,AB,2015-12-29 01:01:47.115000
51.64758,-0.16545,Augusto,2015-12-29 01:01:47.115000
28.54357,77.21096,CJ,2015-12-29 01:01:47.115000
28.5187918,77.1561141,RG,2015-12-29 01:01:47.116000
,,tools,2015-12-29 01:01:47.116000
28.5119849,77.1670518,rk,2015-12-29 01:01:47.116000
28.6296351,77.2308247,ASGA,2015-12-29 01:01:54.432000
28.62977,77.23041,ASG,2015-12-29 01:02:07.541000
28.65631,77.23175,AB,2015-12-29 01:02:07.542000
51.64758,-0.16545,Augusto,2015-12-29 01:02:07.543000
28.54357,77.21096,CJ,2015-12-29 01:02:07.544000
28.5187918,77.1561141,RG,2015-12-29 01:02:07.545000
,,tools,2015-12-29 01:02:07.545000
28.5119849,77.1670518,rk,2015-12-29 01:02:07.545000
28.62977,77.23041,ASG,2015-12-29 01:17:28.434000
28.62977,77.23041,ASG,2015-12-29 01:17:52.995000
28.62977,77.23041,ASG,2015-12-29 01:18:11.186000
28.62977,77.23041,ASG,2015-12-29 01:18:43.786000
28.62977,77.23041,ASG,2015-12-29 01:19:03.828000
28.62977,77.23041,ASG,2015-12-29 01:20:43.969000
28.65631,77.23175,AB,2015-12-29 01:20:44.145000
51.64758,-0.16545,Augusto,2015-12-29 01:20:44.147000
28.54357,77.21096,CJ,2015-12-29 01:20:44.147000
28.5187918,77.1561141,RG,2015-12-29 01:20:44.147000
,,tools,2015-12-29 01:20:44.148000
28.5119849,77.1670518,rk,2015-12-29 01:20:44.148000
28.6296351,77.2308247,ASGA,2015-12-29 01:20:44.379000
28.62977,77.23041,ASG,2015-12-29 01:20:57.132000
28.65631,77.23175,AB,2015-12-29 01:21:10.813000
51.64758,-0.16545,Augusto,2015-12-29 01:21:10.813000
28.54357,77.21096,CJ,2015-12-29 01:21:10.813000
28.5187918,77.1561141,RG,2015-12-29 01:21:10.814000
,,tools,2015-12-29 01:21:10.814000
28.5119849,77.1670518,rk,2015-12-29 01:21:10.814000
28.6296351,77.2308247,ASGA,2015-12-29 01:21:11.107000
28.62977,77.23041,ASG,2015-12-29 01:21:54.649000
28.62977,77.23041,ASG,2015-12-29 01:22:08.825000
28.62977,77.23041,ASG,2015-12-29 01:24:26.145000
28.62977,77.23041,ASG,2015-12-29 01:25:02.285000
28.65631,77.23175,AB,2015-12-29 01:25:02.475000
51.64758,-0.16545,Augusto,2015-12-29 01:25:02.485000
28.54357,77.21096,CJ,2015-12-29 01:25:02.485000
28.5187918,77.1561141,RG,2015-12-29 01:25:02.485000
,,tools,2015-12-29 01:25:02.485000
28.5119849,77.1670518,rk,2015-12-29 01:25:02.485000
28.6296351,77.2308247,ASGA,2015-12-29 01:25:02.685000
28.62977,77.23041,ASG,2015-12-29 01:30:42.918000
28.62977,77.23041,ASG,2015-12-29 01:31:07.299000
28.65631,77.23175,AB,2015-12-29 01:31:07.309000
51.64758,-0.16545,Augusto,2015-12-29 01:31:07.309000
28.54357,77.21096,CJ,2015-12-29 01:31:07.309000
28.5187918,77.1561141,RG,2015-12-29 01:31:07.309000
,,tools,2015-12-29 01:31:07.309000
28.5119849,77.1670518,rk,2015-12-29 01:31:07.309000
28.62977,77.23041,ASG,2015-12-29 01:41:48.830000
28.62977,77.23041,ASG,2015-12-29 01:42:15.213000
28.62977,77.23041,ASG,2015-12-29 01:42:39.982000
28.62977,77.23041,ASG,2015-12-29 01:44:11.615000
28.65631,77.23175,AB,2015-12-29 01:44:11.620000
51.64758,-0.16545,Augusto,2015-12-29 01:44:11.621000
28.54357,77.21096,CJ,2015-12-29 01:44:11.622000
28.5187918,77.1561141,RG,2015-12-29 01:44:11.623000
,,tools,2015-12-29 01:44:11.623000
28.5119849,77.1670518,rk,2015-12-29 01:44:11.624000
28.6296351,77.2308247,ASGA,2015-12-29 01:44:19.189000
28.62977,77.23041,ASG,2015-12-29 01:44:32.069000
28.65631,77.23175,AB,2015-12-29 01:44:32.072000
51.64758,-0.16545,Augusto,2015-12-29 01:44:32.073000
28.54357,77.21096,CJ,2015-12-29 01:44:32.074000
28.5187918,77.1561141,RG,2015-12-29 01:44:32.075000
,,tools,2015-12-29 01:44:32.077000
28.5119849,77.1670518,rk,2015-12-29 01:44:32.078000
